time	V(b1)	V(b2)	V(b3)	V(vb)
2.081310719977074e-005	2.064744e+000	2.087152e+000	2.056162e+000	3.000000e+000
2.082310719977075e-005	2.065057e+000	2.086912e+000	2.056168e+000	3.000000e+000
2.089739291405647e-005	2.067403e+000	2.085065e+000	2.056266e+000	3.000000e+000
2.097167862834220e-005	2.069701e+000	2.083114e+000	2.056524e+000	3.000000e+000
2.104596434262792e-005	2.071951e+000	2.081058e+000	2.056942e+000	3.000000e+000
2.112025005691365e-005	2.074154e+000	2.078898e+000	2.057520e+000	3.000000e+000
2.119453577119938e-005	2.076309e+000	2.076635e+000	2.058258e+000	3.000000e+000
2.126882148548510e-005	2.078418e+000	2.074267e+000	2.059156e+000	3.000000e+000
2.134310719977083e-005	2.080478e+000	2.071795e+000	2.060214e+000	3.000000e+000
2.144025005691370e-005	2.083078e+000	2.068390e+000	2.061876e+000	3.000000e+000
2.153739291405657e-005	2.085409e+000	2.064877e+000	2.063891e+000	3.000000e+000
2.163453577119945e-005	2.087469e+000	2.061253e+000	2.066260e+000	3.000000e+000
2.173167862834232e-005	2.089260e+000	2.057519e+000	2.068981e+000	3.000000e+000
2.182882148548519e-005	2.090780e+000	2.053676e+000	2.072056e+000	3.000000e+000
2.192596434262806e-005	2.092031e+000	2.049723e+000	2.075484e+000	3.000000e+000
2.202310719977094e-005	2.093012e+000	2.045660e+000	2.079265e+000	3.000000e+000
2.207882148548523e-005	2.093366e+000	2.043322e+000	2.081614e+000	3.000000e+000
2.213453577119953e-005	2.093568e+000	2.040989e+000	2.084085e+000	3.000000e+000
2.219025005691382e-005	2.093616e+000	2.038662e+000	2.086678e+000	3.000000e+000
2.224596434262812e-005	2.093510e+000	2.036340e+000	2.089391e+000	3.000000e+000
2.230167862834241e-005	2.093251e+000	2.034022e+000	2.092227e+000	3.000000e+000
2.235739291405671e-005	2.092839e+000	2.031710e+000	2.095184e+000	3.000000e+000
2.241310719977100e-005	2.092273e+000	2.029403e+000	2.098262e+000	3.000000e+000
2.249739291405673e-005	2.091102e+000	2.025920e+000	2.103168e+000	3.000000e+000
2.258167862834246e-005	2.089452e+000	2.022581e+000	2.108305e+000	3.000000e+000
2.266596434262818e-005	2.087326e+000	2.019386e+000	2.113674e+000	3.000000e+000
2.275025005691391e-005	2.084721e+000	2.016333e+000	2.119275e+000	3.000000e+000
2.283453577119964e-005	2.081639e+000	2.013424e+000	2.125107e+000	3.000000e+000
2.291882148548537e-005	2.078079e+000	2.010658e+000	2.131171e+000	3.000000e+000
2.300310719977109e-005	2.074041e+000	2.008036e+000	2.137466e+000	3.000000e+000
2.308167862834254e-005	2.069755e+000	2.005807e+000	2.143512e+000	3.000000e+000
2.316025005691398e-005	2.064991e+000	2.003868e+000	2.149644e+000	3.000000e+000
2.323882148548542e-005	2.059749e+000	2.002219e+000	2.155860e+000	3.000000e+000
2.331739291405686e-005	2.054028e+000	2.000860e+000	2.162161e+000	3.000000e+000
2.339596434262830e-005	2.047829e+000	1.999792e+000	2.168546e+000	3.000000e+000
2.347453577119974e-005	2.041151e+000	1.999014e+000	2.175016e+000	3.000000e+000
2.355310719977118e-005	2.033996e+000	1.998526e+000	2.181570e+000	3.000000e+000
2.358310719977119e-005	2.031148e+000	1.998460e+000	2.184054e+000	3.000000e+000
2.360310719977119e-005	2.029216e+000	1.998446e+000	2.185709e+000	3.000000e+000
2.362310719977119e-005	2.027256e+000	1.998457e+000	2.187363e+000	3.000000e+000
2.365310719977120e-005	2.024266e+000	1.998521e+000	2.189842e+000	3.000000e+000
2.367596434262834e-005	2.021946e+000	1.998608e+000	2.191729e+000	3.000000e+000
2.369882148548549e-005	2.019599e+000	1.998729e+000	2.193612e+000	3.000000e+000
2.372167862834264e-005	2.017226e+000	1.998886e+000	2.195489e+000	3.000000e+000
2.374453577119978e-005	2.014826e+000	1.999078e+000	2.197361e+000	3.000000e+000
2.376739291405693e-005	2.012399e+000	1.999304e+000	2.199227e+000	3.000000e+000
2.379025005691408e-005	2.009946e+000	1.999566e+000	2.201089e+000	3.000000e+000
2.381310719977122e-005	2.007467e+000	1.999863e+000	2.202946e+000	3.000000e+000
2.382310719977123e-005	2.006377e+000	2.000004e+000	2.203755e+000	3.000000e+000
2.389882148548552e-005	1.997954e+000	2.001294e+000	2.209901e+000	3.000000e+000
2.397453577119982e-005	1.989434e+000	2.002997e+000	2.215860e+000	3.000000e+000
2.405025005691412e-005	1.980817e+000	2.005114e+000	2.221634e+000	3.000000e+000
2.412596434262842e-005	1.972103e+000	2.007644e+000	2.227221e+000	3.000000e+000
2.420167862834271e-005	1.963293e+000	2.010588e+000	2.232621e+000	3.000000e+000
2.427739291405701e-005	1.954386e+000	2.013946e+000	2.237836e+000	3.000000e+000
2.435310719977131e-005	1.945381e+000	2.017716e+000	2.242864e+000	3.000000e+000
2.444025005691418e-005	1.934998e+000	2.022599e+000	2.248322e+000	3.000000e+000
2.452739291405705e-005	1.924617e+000	2.028014e+000	2.253228e+000	3.000000e+000
2.461453577119992e-005	1.914241e+000	2.033960e+000	2.257582e+000	3.000000e+000
2.470167862834279e-005	1.903868e+000	2.040438e+000	2.261384e+000	3.000000e+000
2.478882148548567e-005	1.893498e+000	2.047448e+000	2.264633e+000	3.000000e+000
2.487596434262854e-005	1.883132e+000	2.054989e+000	2.267330e+000	3.000000e+000
2.496310719977141e-005	1.872770e+000	2.063062e+000	2.269475e+000	3.000000e+000
2.499025005691427e-005	1.869561e+000	2.065664e+000	2.269964e+000	3.000000e+000
2.501739291405713e-005	1.866358e+000	2.068305e+000	2.270379e+000	3.000000e+000
2.504453577119999e-005	1.863160e+000	2.070986e+000	2.270720e+000	3.000000e+000
2.507167862834285e-005	1.859968e+000	2.073707e+000	2.270987e+000	3.000000e+000
2.509882148548571e-005	1.856783e+000	2.076467e+000	2.271179e+000	3.000000e+000
2.512596434262858e-005	1.853603e+000	2.079266e+000	2.271298e+000	3.000000e+000
2.515310719977144e-005	1.850429e+000	2.082105e+000	2.271343e+000	3.000000e+000
2.517310719977144e-005	1.848095e+000	2.084217e+000	2.271323e+000	3.000000e+000
2.522025005691431e-005	1.842605e+000	2.089281e+000	2.271118e+000	3.000000e+000
2.526739291405717e-005	1.837145e+000	2.094428e+000	2.270658e+000	3.000000e+000
2.531453577120003e-005	1.831714e+000	2.099659e+000	2.269942e+000	3.000000e+000
2.536167862834290e-005	1.826312e+000	2.104973e+000	2.268971e+000	3.000000e+000
2.540882148548576e-005	1.820939e+000	2.110372e+000	2.267745e+000	3.000000e+000
2.545596434262863e-005	1.815596e+000	2.115854e+000	2.266264e+000	3.000000e+000
2.550310719977149e-005	1.810282e+000	2.121420e+000	2.264527e+000	3.000000e+000
2.557596434262865e-005	1.802122e+000	2.130163e+000	2.261307e+000	3.000000e+000
2.564882148548580e-005	1.794088e+000	2.139029e+000	2.257421e+000	3.000000e+000
2.572167862834296e-005	1.786180e+000	2.148017e+000	2.252870e+000	3.000000e+000
2.579453577120011e-005	1.778398e+000	2.157128e+000	2.247653e+000	3.000000e+000
2.586739291405727e-005	1.770743e+000	2.166362e+000	2.241771e+000	3.000000e+000
2.594025005691442e-005	1.763213e+000	2.175718e+000	2.235223e+000	3.000000e+000
2.601310719977158e-005	1.755810e+000	2.185197e+000	2.228011e+000	3.000000e+000
2.604310719977158e-005	1.752821e+000	2.189118e+000	2.224837e+000	3.000000e+000
2.607310719977158e-005	1.749870e+000	2.193052e+000	2.221568e+000	3.000000e+000
2.610310719977159e-005	1.746956e+000	2.196999e+000	2.218203e+000	3.000000e+000
2.613310719977159e-005	1.744078e+000	2.200959e+000	2.214741e+000	3.000000e+000
2.616310719977160e-005	1.741238e+000	2.204933e+000	2.211184e+000	3.000000e+000
2.619310719977160e-005	1.738435e+000	2.208920e+000	2.207530e+000	3.000000e+000
2.622310719977161e-005	1.735668e+000	2.212919e+000	2.203780e+000	3.000000e+000
2.626310719977162e-005	1.732021e+000	2.218272e+000	2.198670e+000	3.000000e+000
2.630310719977162e-005	1.728497e+000	2.223640e+000	2.193493e+000	3.000000e+000
2.634310719977163e-005	1.725098e+000	2.229022e+000	2.188247e+000	3.000000e+000
2.638310719977163e-005	1.721821e+000	2.234420e+000	2.182934e+000	3.000000e+000
2.642310719977164e-005	1.718669e+000	2.239832e+000	2.177553e+000	3.000000e+000
2.646310719977165e-005	1.715640e+000	2.245260e+000	2.172104e+000	3.000000e+000
2.650310719977165e-005	1.712734e+000	2.250703e+000	2.166587e+000	3.000000e+000
2.654167862834309e-005	1.710141e+000	2.255960e+000	2.161242e+000	3.000000e+000
2.658025005691452e-005	1.707750e+000	2.261220e+000	2.155870e+000	3.000000e+000
2.661882148548596e-005	1.705563e+000	2.266483e+000	2.150470e+000	3.000000e+000
2.665739291405739e-005	1.703579e+000	2.271748e+000	2.145042e+000	3.000000e+000
2.669596434262883e-005	1.701799e+000	2.277015e+000	2.139586e+000	3.000000e+000
2.673453577120026e-005	1.700222e+000	2.282285e+000	2.134102e+000	3.000000e+000
2.677310719977170e-005	1.698848e+000	2.287557e+000	2.128591e+000	3.000000e+000
2.682310719977170e-005	1.697400e+000	2.294380e+000	2.121425e+000	3.000000e+000
2.684739291405742e-005	1.696828e+000	2.297692e+000	2.117933e+000	3.000000e+000
2.687167862834314e-005	1.696342e+000	2.301000e+000	2.114435e+000	3.000000e+000
2.689596434262886e-005	1.695943e+000	2.304304e+000	2.110931e+000	3.000000e+000
2.692025005691458e-005	1.695631e+000	2.307605e+000	2.107422e+000	3.000000e+000
2.694453577120030e-005	1.695406e+000	2.310902e+000	2.103906e+000	3.000000e+000
2.696882148548601e-005	1.695267e+000	2.314195e+000	2.100386e+000	3.000000e+000
2.699310719977173e-005	1.695215e+000	2.317484e+000	2.096859e+000	3.000000e+000
2.703025005691459e-005	1.695306e+000	2.322507e+000	2.091456e+000	3.000000e+000
2.706739291405746e-005	1.695600e+000	2.327512e+000	2.086045e+000	3.000000e+000
2.710453577120032e-005	1.696098e+000	2.332501e+000	2.080626e+000	3.000000e+000
2.714167862834318e-005	1.696799e+000	2.337472e+000	2.075201e+000	3.000000e+000
2.717882148548605e-005	1.697704e+000	2.342426e+000	2.069767e+000	3.000000e+000
2.721596434262891e-005	1.698813e+000	2.347364e+000	2.064326e+000	3.000000e+000
2.725310719977177e-005	1.700126e+000	2.352284e+000	2.058878e+000	3.000000e+000
2.733882148548607e-005	1.703966e+000	2.363589e+000	2.046276e+000	3.000000e+000
2.742453577120037e-005	1.708829e+000	2.374715e+000	2.033674e+000	3.000000e+000
2.751025005691467e-005	1.714716e+000	2.385661e+000	2.021071e+000	3.000000e+000
2.759596434262897e-005	1.721625e+000	2.396428e+000	2.008469e+000	3.000000e+000
2.768167862834327e-005	1.729558e+000	2.407016e+000	1.995867e+000	3.000000e+000
2.776739291405757e-005	1.738513e+000	2.417424e+000	1.983264e+000	3.000000e+000
2.785310719977187e-005	1.748492e+000	2.427653e+000	1.970661e+000	3.000000e+000
2.793025005691474e-005	1.758415e+000	2.436646e+000	1.959342e+000	3.000000e+000
2.800739291405761e-005	1.768821e+000	2.445384e+000	1.948049e+000	3.000000e+000
2.808453577120048e-005	1.779712e+000	2.453865e+000	1.936783e+000	3.000000e+000
2.816167862834335e-005	1.791087e+000	2.462091e+000	1.925542e+000	3.000000e+000
2.823882148548622e-005	1.802946e+000	2.470061e+000	1.914328e+000	3.000000e+000
2.831596434262909e-005	1.815288e+000	2.477774e+000	1.903140e+000	3.000000e+000
2.839310719977196e-005	1.828115e+000	2.485232e+000	1.891978e+000	3.000000e+000
2.846167862834340e-005	1.839640e+000	2.491615e+000	1.882087e+000	3.000000e+000
2.853025005691483e-005	1.851319e+000	2.497679e+000	1.872231e+000	3.000000e+000
2.859882148548627e-005	1.863155e+000	2.503425e+000	1.862409e+000	3.000000e+000
2.866739291405771e-005	1.875145e+000	2.508854e+000	1.852621e+000	3.000000e+000
2.873596434262915e-005	1.887292e+000	2.513964e+000	1.842867e+000	3.000000e+000
2.880453577120059e-005	1.899594e+000	2.518756e+000	1.833147e+000	3.000000e+000
2.887310719977203e-005	1.912051e+000	2.523230e+000	1.823462e+000	3.000000e+000
2.891025005691490e-005	1.918829e+000	2.525457e+000	1.818234e+000	3.000000e+000
2.894739291405776e-005	1.925635e+000	2.527538e+000	1.813019e+000	3.000000e+000
2.898453577120062e-005	1.932468e+000	2.529473e+000	1.807817e+000	3.000000e+000
2.902167862834348e-005	1.939328e+000	2.531262e+000	1.802628e+000	3.000000e+000
2.905882148548635e-005	1.946216e+000	2.532906e+000	1.797451e+000	3.000000e+000
2.909596434262921e-005	1.953131e+000	2.534402e+000	1.792288e+000	3.000000e+000
2.913310719977207e-005	1.960073e+000	2.535753e+000	1.787138e+000	3.000000e+000
2.917310719977208e-005	1.967574e+000	2.537020e+000	1.781607e+000	3.000000e+000
2.921310719977209e-005	1.975098e+000	2.538095e+000	1.776094e+000	3.000000e+000
2.925310719977209e-005	1.982643e+000	2.538979e+000	1.770598e+000	3.000000e+000
2.929310719977210e-005	1.990211e+000	2.539673e+000	1.765121e+000	3.000000e+000
2.933310719977211e-005	1.997800e+000	2.540175e+000	1.759662e+000	3.000000e+000
2.937310719977211e-005	2.005412e+000	2.540486e+000	1.754220e+000	3.000000e+000
2.941310719977212e-005	2.013046e+000	2.540606e+000	1.748796e+000	3.000000e+000
2.946739291405784e-005	2.023436e+000	2.540456e+000	1.741466e+000	3.000000e+000
2.952167862834356e-005	2.033852e+000	2.539941e+000	1.734174e+000	3.000000e+000
2.957596434262929e-005	2.044293e+000	2.539060e+000	1.726922e+000	3.000000e+000
2.963025005691501e-005	2.054759e+000	2.537812e+000	1.719710e+000	3.000000e+000
2.968453577120073e-005	2.065250e+000	2.536199e+000	1.712537e+000	3.000000e+000
2.973882148548646e-005	2.075767e+000	2.534220e+000	1.705404e+000	3.000000e+000
2.979310719977218e-005	2.086308e+000	2.531874e+000	1.698309e+000	3.000000e+000
